Rank,Name,Region,Status,Latitude,Longitude
851-900,Universiti Pendidikan Sultan Idris (UPSI),Malaysia,Public,3.68503,101.526
851-900,"University of Colorado, Denver",United States of America,Public,39.7463596,-105.002342
851-900,University of Dubai,United Arab Emirates,Private not for Profit,25.1063556,55.4146543
851-900,University of Gdansk,Poland,Public,43.1163,12.3875
851-900,University of Ghana,Ghana,Public,5.6551331,-0.1803515
851-900,University of Santo Tomas,Philippines,Private not for Profit,14.6080031,120.9910642
851-900,University of Seoul,Republic of Korea,Public,37.5841,127.059
851-900,University of Stavanger,Norway,,58.9644,5.72626
851-900,Verona University,Italy,Public,45.4373131,11.0032043
851-900,Vilnius Gediminas Technical University,Lithuania,Public,43.1163,12.3875
851-900,Worcester Polytechnic Institute,United States of America,Private not for Profit,42.275149874088,-71.806268350232
851-900,Wroclaw University of Science and Technology (WUST),Poland,Public,43.1163,12.3875
851-900,Yarmouk University,Jordan,Public,32.5568095,35.846887
901-950,Al Jouf University,Saudi Arabia,Public,45.4373131,11.0032043
901-950,American University of Central Asia,Kyrgyzstan,Private not for Profit,42.819905,74.6208342
901-950,Baku Engineering University,Azerbaijan,Public,40.3796,49.8912
901-950,Chonnam National University,Republic of Korea,Public,35.1595,126.853
901-950,Colegio de México,Mexico,Public,45.4373131,11.0032043
901-950,Future University in Egypt,Egypt,Private not for Profit,30.0271539,31.4917257
901-950,Gazi Üniversitesi,Türkiye,Public,39.9385093,32.826537
901-950,Gulf University for Science and Technology (GUST),Kuwait,Private for Profit,45.4373131,11.0032043
901-950,Huazhong Agricultural University,China (Mainland),Public,30.5137,114.362
901-950,Kanazawa University,Japan,Public,36.5498,136.71
901-950,Kansas State University,United States of America,Public,39.1998042,-96.581008
901-950,Karaganda Buketov University,Kazakhstan,Private not for Profit,49.7708253,73.1255132
901-950,Khon Kaen University,Thailand,Public,16.4638,102.811
901-950,King Mongkut's University of Technology Thonburi,Thailand,Public,13.6510248,100.4953802
901-950,London South Bank University,United Kingdom,Public,51.4980714,-0.1024481
901-950,Lovely Professional University (LPU),India,Private not for Profit,31.255992,75.7051435
901-950,Macao Polytechnic University,"Macao SAR, China",,22.1935418,113.5518421
901-950,Michigan Technological University,United States of America,Public,47.1195315,-88.5513295
901-950,Nagasaki University,Japan,Public,32.7503,129.878
901-950,Osaka Metropolitan University,Japan,,34.6464168,135.5097497
901-950,Panjab University,India,Public,30.7622,76.7668
901-950,Princess Sumaya University for Technology,Jordan,Private not for Profit,32.0188765,35.881947
901-950,Saveetha Institute of Medical And Technical Sciences (SIMATS),India,Private not for Profit,13.0609408,80.1562084
901-950,Taif University,Saudi Arabia,Public,21.433545910817,40.491820426489
901-950,Tallinn University,Estonia,Public,59.4387597,24.7716891
901-950,Tashkent State Technical University,Uzbekistan,Public,41.35244737908,69.206809961868
901-950,Universidad Católica Andrés Bello - UCAB,Venezuela (Bolivarian Republic of),Private not for Profit,45.4373131,11.0032043
901-950,Universidad Católica del Uruguay (UCU),Uruguay,Private not for Profit,-34.8777,-56.1451
901-950,Universidad de los Andes Chile,Chile,Private not for Profit,45.4373131,11.0032043
901-950,Universidad de Oviedo,Spain,Public,43.354586,-5.8724415
901-950,Universidad de Valladolid,Spain,,41.75406,-2.47033
901-950,Universidad Europea de Madrid,Spain,,45.4373131,11.0032043
901-950,Universidad Iberoamericana (UIA),Mexico,Private not for Profit,45.4373131,11.0032043
901-950,Università degli Studi Roma Tre,Italy,Public,45.4373131,11.0032043
901-950,Université de Sherbrooke,Canada,Public,45.449289853372,-71.865883294165
901-950,University at Albany SUNY,United States of America,Public,42.6895995,-73.8203027
901-950,University of Alabama,United States of America,Public,45.4373131,11.0032043
901-950,University of Alaska Fairbanks,United States of America,Public,64.8551,-147.824
901-950,University of Hertfordshire,United Kingdom,Public,45.4373131,11.0032043
901-950,University of Maribor,Slovenia,Public,46.5574,15.646
901-950,University of North Texas,United States of America,Public,33.2114,-97.1467
901-950,University of Peshawar,Pakistan,Public,34.019,71.4866
901-950,University of Petroleum and Energy Studies (UPES),India,Private not for Profit,45.4373131,11.0032043
901-950,University of Salford,United Kingdom,Public,53.4853,-2.27313
901-950,University of South Africa,South Africa,Public,-25.7657,28.1988
901-950,Virginia Commonwealth University,United States of America,Public,37.5407761,-77.430786
901-950,Yeungnam University,Republic of Korea,Private for Profit,35.8367325,128.754368
951-1000,Abylkas Saginov Karaganda Technical University,Kazakhstan,Public,49.8188,73.103333
951-1000,Al Nahrain University,Iraq,Public,33.3128057,44.3614875
951-1000,Al-Quds University,Palestine,Public,31.763582,35.257722
951-1000,Amity University,India,Private not for Profit,28.5439106,77.3333123
951-1000,Athens University of Economics And Business,Greece,Public,37.5407761,-77.430786
951-1000,Charles Sturt University,Australia,Public,-33.42998,149.5660407
951-1000,Clarkson University,United States of America,Private not for Profit,44.6650767,-74.9943713
951-1000,Clemson University,United States of America,Public,34.6738437,-82.8368654
951-1000,CY Cergy Paris University,France,Public,,
951-1000,Escuela Superior Politécnica del Litoral - ESPOL,Ecuador,Public,37.5407761,-77.430786
951-1000,Ferdowsi University of Mashhad,Iran (Islamic Republic of),Public,36.310142955232,59.529651655579
951-1000,George Mason University,United States of America,Public,38.8336468,-77.3146731
951-1000,Guru Gobind Singh Indraprastha University,India,Public,28.594722587574,77.018499023001
951-1000,Hasanuddin University,Indonesia,Public,37.5407761,-77.430786
951-1000,Immanuel Kant Baltic Federal University,Russian Federation,Public,54.725661,20.528469
951-1000,Indian Institute of Technology Bhubaneswar (IIT BBS),India,Public,37.5407761,-77.430786
951-1000,Ivane Javakhishvili Tbilisi State University,Georgia,Public,,
951-1000,Khazar University,Azerbaijan,Private not for Profit,34.0489281,-111.0937311
951-1000,Kumamoto University,Japan,Public,32.79634,130.7126742
951-1000,Kyrgyz-Turkish Manas University,Kyrgyzstan,Public,42.8351943,74.5753687
951-1000,Lodz University,Poland,Public,37.5407761,-77.430786
951-1000,Nanjing Agricultural University,China (Mainland),Public,32.0373,118.846
951-1000,Nanjing Normal University,China (Mainland),Public,32.0530813,118.7720649
951-1000,National Chung Cheng University,Taiwan,Public,23.558577,120.4718534
951-1000,North South University,Bangladesh,Private not for Profit,23.815103,90.425538
951-1000,North-West University,South Africa,Public,-30.559482,22.937506
951-1000,Okayama University,Japan,Public,34.686504596001,133.91861761108
951-1000,Rochester Institute of Technology (RIT),United States of America,Private not for Profit,39.952371,116.347005
951-1000,Saint Louis University,United States of America,Private not for Profit,38.6348237,-90.2336408
951-1000,Sohar University,Oman,Private not for Profit,24.2978405,56.780271
951-1000,Sophia University,Japan,Private not for Profit,35.684045389783,139.73218919983
951-1000,South Ural State University,Russian Federation,Public,37.5407761,-77.430786
951-1000,The Robert Gordon University,United Kingdom,Public,37.5407761,-77.430786
951-1000,Universidad Autónoma Metropolitana (UAM),Mexico,Public,19.2870318,-99.1369677
951-1000,Universidad de Belgrano,Argentina,Private not for Profit,37.5407761,-77.430786
951-1000,Universidad de Córdoba - España,Spain,,37.5407761,-77.430786
951-1000,Universidad de La Sabana,Colombia,Private not for Profit,4.6875576,-74.0809907
951-1000,Universidad EAFIT,Colombia,Private not for Profit,6.20057,-75.5786
951-1000,Universidad Espíritu Santo (UEES),Ecuador,Private not for Profit,-2.1137921,-79.8705369
951-1000,Universidad Externado de Colombia,Colombia,Private not for Profit,4.5953562,-74.0685881
951-1000,Universidad Nacional Mayor de San Marcos,Peru,Public,-12.0931,-77.0465
951-1000,Universidad Torcuato Di Tella,Argentina,Private not for Profit,-34.5471381,-58.4465033
951-1000,Universita' degli Studi di Ferrara,Italy,Public,44.8421612,11.6162611
951-1000,Università della Calabria,Italy,Public,37.5407761,-77.430786
951-1000,University of Bahrain,Bahrain,Public,26.2192059,50.5772069
951-1000,University of Cyberjaya,Malaysia,,2.9305996,101.6376441
951-1000,University of Ha'il,Saudi Arabia,Public,27.666577561944,41.71706199646
951-1000,University of Lahore,Pakistan,Private not for Profit,37.5407761,-77.430786
951-1000,University of Massachusetts - Boston,United States of America,Public,37.5407761,-77.430786
951-1000,University of the Western Cape,South Africa,Public,-33.9335203,18.627958
